,date,wm_yr_wk,weekday,wday,month,year,d,sporting_days,cultrural_days,national_days,religious_days,sales
397,3/1/12,11205,Thursday,6,3,2012,398,0,0,0,0,26
398,3/2/12,11205,Friday,7,3,2012,399,0,0,0,0,29
399,3/3/12,11206,Saturday,1,3,2012,400,0,0,0,0,47
400,3/4/12,11206,Sunday,2,3,2012,401,0,0,0,0,48
401,3/5/12,11206,Monday,3,3,2012,402,0,0,0,0,16
402,3/6/12,11206,Tuesday,4,3,2012,403,0,0,0,0,23
403,3/7/12,11206,Wednesday,5,3,2012,404,0,0,0,0,26
404,3/8/12,11206,Thursday,6,3,2012,405,0,0,0,1,28
405,3/9/12,11206,Friday,7,3,2012,406,0,0,0,0,33
406,3/10/12,11207,Saturday,1,3,2012,407,0,0,0,0,57
407,3/11/12,11207,Sunday,2,3,2012,408,0,0,0,0,50
408,3/12/12,11207,Monday,3,3,2012,409,0,0,0,0,19
409,3/13/12,11207,Tuesday,4,3,2012,410,0,0,0,0,16
410,3/14/12,11207,Wednesday,5,3,2012,411,0,0,0,0,11
411,3/15/12,11207,Thursday,6,3,2012,412,0,0,0,0,19
412,3/16/12,11207,Friday,7,3,2012,413,0,0,0,0,26
413,3/17/12,11208,Saturday,1,3,2012,414,0,1,0,0,32
414,3/18/12,11208,Sunday,2,3,2012,415,0,0,0,0,33
415,3/19/12,11208,Monday,3,3,2012,416,0,0,0,0,30
416,3/20/12,11208,Tuesday,4,3,2012,417,0,0,0,0,25
417,3/21/12,11208,Wednesday,5,3,2012,418,0,0,0,0,32
418,3/22/12,11208,Thursday,6,3,2012,419,0,0,0,0,19
419,3/23/12,11208,Friday,7,3,2012,420,0,0,0,0,16
420,3/24/12,11209,Saturday,1,3,2012,421,0,0,0,0,48
421,3/25/12,11209,Sunday,2,3,2012,422,0,0,0,0,45
422,3/26/12,11209,Monday,3,3,2012,423,0,0,0,0,23
423,3/27/12,11209,Tuesday,4,3,2012,424,0,0,0,0,29
424,3/28/12,11209,Wednesday,5,3,2012,425,0,0,0,0,22
425,3/29/12,11209,Thursday,6,3,2012,426,0,0,0,0,24
426,3/30/12,11209,Friday,7,3,2012,427,0,0,0,0,30
427,3/31/12,11210,Saturday,1,3,2012,428,0,0,0,0,27
428,4/1/12,11210,Sunday,2,4,2012,429,0,0,0,0,49
429,4/2/12,11210,Monday,3,4,2012,430,0,0,0,0,24
430,4/3/12,11210,Tuesday,4,4,2012,431,0,0,0,0,27
431,4/4/12,11210,Wednesday,5,4,2012,432,0,0,0,0,27
432,4/5/12,11210,Thursday,6,4,2012,433,0,0,0,0,43
433,4/6/12,11210,Friday,7,4,2012,434,0,0,0,0,58
434,4/7/12,11211,Saturday,1,4,2012,435,0,0,0,0,63
435,4/8/12,11211,Sunday,2,4,2012,436,0,1,0,0,39
436,4/9/12,11211,Monday,3,4,2012,437,0,0,0,0,27
437,4/10/12,11211,Tuesday,4,4,2012,438,0,0,0,0,19
438,4/11/12,11211,Wednesday,5,4,2012,439,0,0,0,0,30
439,4/12/12,11211,Thursday,6,4,2012,440,0,0,0,0,25
440,4/13/12,11211,Friday,7,4,2012,441,0,0,0,0,33
441,4/14/12,11212,Saturday,1,4,2012,442,0,0,0,1,44
442,4/15/12,11212,Sunday,2,4,2012,443,0,0,0,1,66
443,4/16/12,11212,Monday,3,4,2012,444,0,0,0,0,31
444,4/17/12,11212,Tuesday,4,4,2012,445,0,0,0,0,28
445,4/18/12,11212,Wednesday,5,4,2012,446,0,0,0,0,18
446,4/19/12,11212,Thursday,6,4,2012,447,0,0,0,0,38
447,4/20/12,11212,Friday,7,4,2012,448,0,0,0,0,50
448,4/21/12,11213,Saturday,1,4,2012,449,0,0,0,0,87
449,4/22/12,11213,Sunday,2,4,2012,450,0,0,0,0,48
450,4/23/12,11213,Monday,3,4,2012,451,0,0,0,0,31
451,4/24/12,11213,Tuesday,4,4,2012,452,0,0,0,0,28
452,4/25/12,11213,Wednesday,5,4,2012,453,0,0,0,0,24
453,4/26/12,11213,Thursday,6,4,2012,454,0,0,0,0,22
454,4/27/12,11213,Friday,7,4,2012,455,0,0,0,0,39
455,4/28/12,11214,Saturday,1,4,2012,456,0,0,0,0,66
456,4/29/12,11214,Sunday,2,4,2012,457,0,0,0,0,61
457,4/30/12,11214,Monday,3,4,2012,458,0,0,0,0,50
458,5/1/12,11214,Tuesday,4,5,2012,459,0,0,0,0,29
459,5/2/12,11214,Wednesday,5,5,2012,460,0,0,0,0,37
460,5/3/12,11214,Thursday,6,5,2012,461,0,0,0,0,36
461,5/4/12,11214,Friday,7,5,2012,462,0,0,0,0,40
462,5/5/12,11215,Saturday,1,5,2012,463,0,1,0,0,67
463,5/6/12,11215,Sunday,2,5,2012,464,0,0,0,0,68
464,5/7/12,11215,Monday,3,5,2012,465,0,0,0,0,40
465,5/8/12,11215,Tuesday,4,5,2012,466,0,0,0,0,51
466,5/9/12,11215,Wednesday,5,5,2012,467,0,0,0,0,39
467,5/10/12,11215,Thursday,6,5,2012,468,0,0,0,0,35
468,5/11/12,11215,Friday,7,5,2012,469,0,0,0,0,61
469,5/12/12,11216,Saturday,1,5,2012,470,0,0,0,0,83
470,5/13/12,11216,Sunday,2,5,2012,471,0,1,0,0,58
471,5/14/12,11216,Monday,3,5,2012,472,0,0,0,0,34
472,5/15/12,11216,Tuesday,4,5,2012,473,0,0,0,0,44
473,5/16/12,11216,Wednesday,5,5,2012,474,0,0,0,0,44
474,5/17/12,11216,Thursday,6,5,2012,475,0,0,0,0,26
475,5/18/12,11216,Friday,7,5,2012,476,0,0,0,0,35
476,5/19/12,11217,Saturday,1,5,2012,477,0,0,0,0,66
477,5/20/12,11217,Sunday,2,5,2012,478,0,0,0,0,81
478,5/21/12,11217,Monday,3,5,2012,479,0,0,0,0,29
479,5/22/12,11217,Tuesday,4,5,2012,480,0,0,0,0,23
480,5/23/12,11217,Wednesday,5,5,2012,481,0,0,0,0,21
481,5/24/12,11217,Thursday,6,5,2012,482,0,0,0,0,26
482,5/25/12,11217,Friday,7,5,2012,483,0,0,0,0,30
483,5/26/12,11218,Saturday,1,5,2012,484,0,0,0,0,39
484,5/27/12,11218,Sunday,2,5,2012,485,0,0,0,0,49
485,5/28/12,11218,Monday,3,5,2012,486,0,0,1,0,29
486,5/29/12,11218,Tuesday,4,5,2012,487,0,0,0,0,20
487,5/30/12,11218,Wednesday,5,5,2012,488,0,0,0,0,28
488,5/31/12,11218,Thursday,6,5,2012,489,0,0,0,0,42
489,6/1/12,11218,Friday,7,6,2012,490,0,0,0,0,51
490,6/2/12,11219,Saturday,1,6,2012,491,0,0,0,0,72
491,6/3/12,11219,Sunday,2,6,2012,492,0,0,0,0,62
492,6/4/12,11219,Monday,3,6,2012,493,0,0,0,0,13
493,6/5/12,11219,Tuesday,4,6,2012,494,0,0,0,0,33
494,6/6/12,11219,Wednesday,5,6,2012,495,0,0,0,0,43
495,6/7/12,11219,Thursday,6,6,2012,496,0,0,0,0,37
496,6/8/12,11219,Friday,7,6,2012,497,0,0,0,0,44
497,6/9/12,11220,Saturday,1,6,2012,498,0,0,0,0,44
498,6/10/12,11220,Sunday,2,6,2012,499,0,0,0,0,76
499,6/11/12,11220,Monday,3,6,2012,500,0,0,0,0,40
500,6/12/12,11220,Tuesday,4,6,2012,501,1,0,0,0,38
501,6/13/12,11220,Wednesday,5,6,2012,502,0,0,0,0,24
502,6/14/12,11220,Thursday,6,6,2012,503,0,0,0,0,33
503,6/15/12,11220,Friday,7,6,2012,504,0,0,0,0,43
504,6/16/12,11221,Saturday,1,6,2012,505,0,0,0,0,80
505,6/17/12,11221,Sunday,2,6,2012,506,0,1,0,0,70
506,6/18/12,11221,Monday,3,6,2012,507,0,0,0,0,28
507,6/19/12,11221,Tuesday,4,6,2012,508,0,0,0,0,23
508,6/20/12,11221,Wednesday,5,6,2012,509,0,0,0,0,34
509,6/21/12,11221,Thursday,6,6,2012,510,1,0,0,0,20
510,6/22/12,11221,Friday,7,6,2012,511,0,0,0,0,48
511,6/23/12,11222,Saturday,1,6,2012,512,0,0,0,0,51
512,6/24/12,11222,Sunday,2,6,2012,513,0,0,0,0,46
513,6/25/12,11222,Monday,3,6,2012,514,0,0,0,0,18
514,6/26/12,11222,Tuesday,4,6,2012,515,0,0,0,0,25
515,6/27/12,11222,Wednesday,5,6,2012,516,0,0,0,0,42
516,6/28/12,11222,Thursday,6,6,2012,517,0,0,0,0,37
517,6/29/12,11222,Friday,7,6,2012,518,0,0,0,0,34
518,6/30/12,11223,Saturday,1,6,2012,519,0,0,0,0,48
519,7/1/12,11223,Sunday,2,7,2012,520,0,0,0,0,68
520,7/2/12,11223,Monday,3,7,2012,521,0,0,0,0,42
521,7/3/12,11223,Tuesday,4,7,2012,522,0,0,0,0,46
522,7/4/12,11223,Wednesday,5,7,2012,523,0,0,1,0,29
523,7/5/12,11223,Thursday,6,7,2012,524,0,0,0,0,35
524,7/6/12,11223,Friday,7,7,2012,525,0,0,0,0,40
525,7/7/12,11224,Saturday,1,7,2012,526,0,0,0,0,55
526,7/8/12,11224,Sunday,2,7,2012,527,0,0,0,0,57
527,7/9/12,11224,Monday,3,7,2012,528,0,0,0,0,41
528,7/10/12,11224,Tuesday,4,7,2012,529,0,0,0,0,45
529,7/11/12,11224,Wednesday,5,7,2012,530,0,0,0,0,29
530,7/12/12,11224,Thursday,6,7,2012,531,0,0,0,0,45
531,7/13/12,11224,Friday,7,7,2012,532,0,0,0,0,34
532,7/14/12,11225,Saturday,1,7,2012,533,0,0,0,0,58
533,7/15/12,11225,Sunday,2,7,2012,534,0,0,0,0,64
534,7/16/12,11225,Monday,3,7,2012,535,0,0,0,0,37
535,7/17/12,11225,Tuesday,4,7,2012,536,0,0,0,0,26
536,7/18/12,11225,Wednesday,5,7,2012,537,0,0,0,0,31
537,7/19/12,11225,Thursday,6,7,2012,538,0,0,0,0,42
538,7/20/12,11225,Friday,7,7,2012,539,0,0,0,1,72
539,7/21/12,11226,Saturday,1,7,2012,540,0,0,0,0,71
540,7/22/12,11226,Sunday,2,7,2012,541,0,0,0,0,52
541,7/23/12,11226,Monday,3,7,2012,542,0,0,0,0,23
542,7/24/12,11226,Tuesday,4,7,2012,543,0,0,0,0,18
543,7/25/12,11226,Wednesday,5,7,2012,544,0,0,0,0,23
544,7/26/12,11226,Thursday,6,7,2012,545,0,0,0,0,26
545,7/27/12,11226,Friday,7,7,2012,546,0,0,0,0,40
546,7/28/12,11227,Saturday,1,7,2012,547,0,0,0,0,35
547,7/29/12,11227,Sunday,2,7,2012,548,0,0,0,0,35
548,7/30/12,11227,Monday,3,7,2012,549,0,0,0,0,34
549,7/31/12,11227,Tuesday,4,7,2012,550,0,0,0,0,28
550,8/1/12,11227,Wednesday,5,8,2012,551,0,0,0,0,37
551,8/2/12,11227,Thursday,6,8,2012,552,0,0,0,0,42
552,8/3/12,11227,Friday,7,8,2012,553,0,0,0,0,44
553,8/4/12,11228,Saturday,1,8,2012,554,0,0,0,0,76
554,8/5/12,11228,Sunday,2,8,2012,555,0,0,0,0,66
555,8/6/12,11228,Monday,3,8,2012,556,0,0,0,0,63
556,8/7/12,11228,Tuesday,4,8,2012,557,0,0,0,0,40
557,8/8/12,11228,Wednesday,5,8,2012,558,0,0,0,0,42
558,8/9/12,11228,Thursday,6,8,2012,559,0,0,0,0,60
559,8/10/12,11228,Friday,7,8,2012,560,0,0,0,0,63
560,8/11/12,11229,Saturday,1,8,2012,561,0,0,0,0,88
561,8/12/12,11229,Sunday,2,8,2012,562,0,0,0,0,102
562,8/13/12,11229,Monday,3,8,2012,563,0,0,0,0,69
563,8/14/12,11229,Tuesday,4,8,2012,564,0,0,0,0,53
564,8/15/12,11229,Wednesday,5,8,2012,565,0,0,0,0,29
565,8/16/12,11229,Thursday,6,8,2012,566,0,0,0,0,43
566,8/17/12,11229,Friday,7,8,2012,567,0,0,0,0,48
567,8/18/12,11230,Saturday,1,8,2012,568,0,0,0,0,82
568,8/19/12,11230,Sunday,2,8,2012,569,0,0,0,1,99
569,8/20/12,11230,Monday,3,8,2012,570,0,0,0,0,56
570,8/21/12,11230,Tuesday,4,8,2012,571,0,0,0,0,42
571,8/22/12,11230,Wednesday,5,8,2012,572,0,0,0,0,31
572,8/23/12,11230,Thursday,6,8,2012,573,0,0,0,0,35
573,8/24/12,11230,Friday,7,8,2012,574,0,0,0,0,42
574,8/25/12,11231,Saturday,1,8,2012,575,0,0,0,0,48
575,8/26/12,11231,Sunday,2,8,2012,576,0,0,0,0,79
576,8/27/12,11231,Monday,3,8,2012,577,0,0,0,0,38
577,8/28/12,11231,Tuesday,4,8,2012,578,0,0,0,0,25
578,8/29/12,11231,Wednesday,5,8,2012,579,0,0,0,0,32
579,8/30/12,11231,Thursday,6,8,2012,580,0,0,0,0,30
580,8/31/12,11231,Friday,7,8,2012,581,0,0,0,0,49
581,9/1/12,11232,Saturday,1,9,2012,582,0,0,0,0,62
582,9/2/12,11232,Sunday,2,9,2012,583,0,0,0,0,79
583,9/3/12,11232,Monday,3,9,2012,584,0,0,1,0,74
584,9/4/12,11232,Tuesday,4,9,2012,585,0,0,0,0,36
585,9/5/12,11232,Wednesday,5,9,2012,586,0,0,0,0,23
586,9/6/12,11232,Thursday,6,9,2012,587,0,0,0,0,29
587,9/7/12,11232,Friday,7,9,2012,588,0,0,0,0,42
588,9/8/12,11233,Saturday,1,9,2012,589,0,0,0,0,70
589,9/9/12,11233,Sunday,2,9,2012,590,0,0,0,0,50
590,9/10/12,11233,Monday,3,9,2012,591,0,0,0,0,34
591,9/11/12,11233,Tuesday,4,9,2012,592,0,0,0,0,33
592,9/12/12,11233,Wednesday,5,9,2012,593,0,0,0,0,36
593,9/13/12,11233,Thursday,6,9,2012,594,0,0,0,0,42
594,9/14/12,11233,Friday,7,9,2012,595,0,0,0,0,45
595,9/15/12,11234,Saturday,1,9,2012,596,0,0,0,0,75
596,9/16/12,11234,Sunday,2,9,2012,597,0,0,0,0,59
597,9/17/12,11234,Monday,3,9,2012,598,0,0,0,0,49
598,9/18/12,11234,Tuesday,4,9,2012,599,0,0,0,0,32
599,9/19/12,11234,Wednesday,5,9,2012,600,0,0,0,0,30
600,9/20/12,11234,Thursday,6,9,2012,601,0,0,0,0,27
601,9/21/12,11234,Friday,7,9,2012,602,0,0,0,0,39
602,9/22/12,11235,Saturday,1,9,2012,603,0,0,0,0,80
603,9/23/12,11235,Sunday,2,9,2012,604,0,0,0,0,67
604,9/24/12,11235,Monday,3,9,2012,605,0,0,0,0,29
605,9/25/12,11235,Tuesday,4,9,2012,606,0,0,0,0,36
606,9/26/12,11235,Wednesday,5,9,2012,607,0,0,0,0,24
607,9/27/12,11235,Thursday,6,9,2012,608,0,0,0,0,28
608,9/28/12,11235,Friday,7,9,2012,609,0,0,0,0,39
609,9/29/12,11236,Saturday,1,9,2012,610,0,0,0,0,60
610,9/30/12,11236,Sunday,2,9,2012,611,0,0,0,0,88
611,10/1/12,11236,Monday,3,10,2012,612,0,0,0,0,51
612,10/2/12,11236,Tuesday,4,10,2012,613,0,0,0,0,49
613,10/3/12,11236,Wednesday,5,10,2012,614,0,0,0,0,40
614,10/4/12,11236,Thursday,6,10,2012,615,0,0,0,0,38
615,10/5/12,11236,Friday,7,10,2012,616,0,0,0,0,34
616,10/6/12,11237,Saturday,1,10,2012,617,0,0,0,0,49
617,10/7/12,11237,Sunday,2,10,2012,618,0,0,0,0,75
618,10/8/12,11237,Monday,3,10,2012,619,0,0,1,0,34
619,10/9/12,11237,Tuesday,4,10,2012,620,0,0,0,0,24
620,10/10/12,11237,Wednesday,5,10,2012,621,0,0,0,0,30
621,10/11/12,11237,Thursday,6,10,2012,622,0,0,0,0,30
622,10/12/12,11237,Friday,7,10,2012,623,0,0,0,0,40
623,10/13/12,11238,Saturday,1,10,2012,624,0,0,0,0,54
624,10/14/12,11238,Sunday,2,10,2012,625,0,0,0,0,53
625,10/15/12,11238,Monday,3,10,2012,626,0,0,0,0,45
626,10/16/12,11238,Tuesday,4,10,2012,627,0,0,0,0,39
627,10/17/12,11238,Wednesday,5,10,2012,628,0,0,0,0,29
628,10/18/12,11238,Thursday,6,10,2012,629,0,0,0,0,32
629,10/19/12,11238,Friday,7,10,2012,630,0,0,0,0,39
630,10/20/12,11239,Saturday,1,10,2012,631,0,0,0,0,50
631,10/21/12,11239,Sunday,2,10,2012,632,0,0,0,0,46
632,10/22/12,11239,Monday,3,10,2012,633,0,0,0,0,23
633,10/23/12,11239,Tuesday,4,10,2012,634,0,0,0,0,30
634,10/24/12,11239,Wednesday,5,10,2012,635,0,0,0,0,31
635,10/25/12,11239,Thursday,6,10,2012,636,0,0,0,0,30
636,10/26/12,11239,Friday,7,10,2012,637,0,0,0,1,49
637,10/27/12,11240,Saturday,1,10,2012,638,0,0,0,0,72
638,10/28/12,11240,Sunday,2,10,2012,639,0,0,0,0,71
639,10/29/12,11240,Monday,3,10,2012,640,0,0,0,0,36
640,10/30/12,11240,Tuesday,4,10,2012,641,0,0,0,0,34
641,10/31/12,11240,Wednesday,5,10,2012,642,0,1,0,0,22
642,11/1/12,11240,Thursday,6,11,2012,643,0,0,0,0,27
643,11/2/12,11240,Friday,7,11,2012,644,0,0,0,0,33
644,11/3/12,11241,Saturday,1,11,2012,645,0,0,0,0,68
645,11/4/12,11241,Sunday,2,11,2012,646,0,0,0,0,67
646,11/5/12,11241,Monday,3,11,2012,647,0,0,0,0,39
647,11/6/12,11241,Tuesday,4,11,2012,648,0,0,0,0,37
648,11/7/12,11241,Wednesday,5,11,2012,649,0,0,0,0,25
649,11/8/12,11241,Thursday,6,11,2012,650,0,0,0,0,32
650,11/9/12,11241,Friday,7,11,2012,651,0,0,0,0,22
651,11/10/12,11242,Saturday,1,11,2012,652,0,0,0,0,51
652,11/11/12,11242,Sunday,2,11,2012,653,0,0,1,0,63
653,11/12/12,11242,Monday,3,11,2012,654,0,0,0,0,35
654,11/13/12,11242,Tuesday,4,11,2012,655,0,0,0,0,35
655,11/14/12,11242,Wednesday,5,11,2012,656,0,0,0,0,26
656,11/15/12,11242,Thursday,6,11,2012,657,0,0,0,0,30
657,11/16/12,11242,Friday,7,11,2012,658,0,0,0,0,35
658,11/17/12,11243,Saturday,1,11,2012,659,0,0,0,0,65
659,11/18/12,11243,Sunday,2,11,2012,660,0,0,0,0,71
660,11/19/12,11243,Monday,3,11,2012,661,0,0,0,0,30
661,11/20/12,11243,Tuesday,4,11,2012,662,0,0,0,0,45
662,11/21/12,11243,Wednesday,5,11,2012,663,0,0,0,0,46
663,11/22/12,11243,Thursday,6,11,2012,664,0,0,1,0,56
664,11/23/12,11243,Friday,7,11,2012,665,0,0,0,0,70
665,11/24/12,11244,Saturday,1,11,2012,666,0,0,0,0,38
666,11/25/12,11244,Sunday,2,11,2012,667,0,0,0,0,45
667,11/26/12,11244,Monday,3,11,2012,668,0,0,0,0,15
668,11/27/12,11244,Tuesday,4,11,2012,669,0,0,0,0,31
669,11/28/12,11244,Wednesday,5,11,2012,670,0,0,0,0,21
670,11/29/12,11244,Thursday,6,11,2012,671,0,0,0,0,19
671,11/30/12,11244,Friday,7,11,2012,672,0,0,0,0,37
672,12/1/12,11245,Saturday,1,12,2012,673,0,0,0,0,70
673,12/2/12,11245,Sunday,2,12,2012,674,0,0,0,0,39
674,12/3/12,11245,Monday,3,12,2012,675,0,0,0,0,44
675,12/4/12,11245,Tuesday,4,12,2012,676,0,0,0,0,30
676,12/5/12,11245,Wednesday,5,12,2012,677,0,0,0,0,21
677,12/6/12,11245,Thursday,6,12,2012,678,0,0,0,0,23
678,12/7/12,11245,Friday,7,12,2012,679,0,0,0,0,36
679,12/8/12,11246,Saturday,1,12,2012,680,0,0,0,0,76
680,12/9/12,11246,Sunday,2,12,2012,681,0,0,0,0,55
681,12/10/12,11246,Monday,3,12,2012,682,0,0,0,0,34
682,12/11/12,11246,Tuesday,4,12,2012,683,0,0,0,0,24
683,12/12/12,11246,Wednesday,5,12,2012,684,0,0,0,0,28
684,12/13/12,11246,Thursday,6,12,2012,685,0,0,0,0,29
685,12/14/12,11246,Friday,7,12,2012,686,0,0,0,0,49
686,12/15/12,11247,Saturday,1,12,2012,687,0,0,0,0,58
687,12/16/12,11247,Sunday,2,12,2012,688,0,0,0,1,64
688,12/17/12,11247,Monday,3,12,2012,689,0,0,0,0,39
689,12/18/12,11247,Tuesday,4,12,2012,690,0,0,0,0,43
690,12/19/12,11247,Wednesday,5,12,2012,691,0,0,0,0,43
691,12/20/12,11247,Thursday,6,12,2012,692,0,0,0,0,35
692,12/21/12,11247,Friday,7,12,2012,693,0,0,0,0,47
693,12/22/12,11248,Saturday,1,12,2012,694,0,0,0,0,73
694,12/23/12,11248,Sunday,2,12,2012,695,0,0,0,0,57
695,12/24/12,11248,Monday,3,12,2012,696,0,0,0,0,57
696,12/25/12,11248,Tuesday,4,12,2012,697,0,0,1,0,45
697,12/26/12,11248,Wednesday,5,12,2012,698,0,0,0,0,34
698,12/27/12,11248,Thursday,6,12,2012,699,0,0,0,0,21
699,12/28/12,11248,Friday,7,12,2012,700,0,0,0,0,39
700,12/29/12,11249,Saturday,1,12,2012,701,0,0,0,0,27
701,12/30/12,11249,Sunday,2,12,2012,702,0,0,0,0,37
702,12/31/12,11249,Monday,3,12,2012,703,0,0,0,0,32
703,1/1/13,11249,Tuesday,4,1,2013,704,0,0,1,0,33
704,1/2/13,11249,Wednesday,5,1,2013,705,0,0,0,0,22
705,1/3/13,11249,Thursday,6,1,2013,706,0,0,0,0,23
706,1/4/13,11249,Friday,7,1,2013,707,0,0,0,0,36
707,1/5/13,11250,Saturday,1,1,2013,708,0,0,0,0,38
708,1/6/13,11250,Sunday,2,1,2013,709,0,0,0,0,40
709,1/7/13,11250,Monday,3,1,2013,710,0,0,0,1,21
710,1/8/13,11250,Tuesday,4,1,2013,711,0,0,0,0,28
711,1/9/13,11250,Wednesday,5,1,2013,712,0,0,0,0,20
712,1/10/13,11250,Thursday,6,1,2013,713,0,0,0,0,21
713,1/11/13,11250,Friday,7,1,2013,714,0,0,0,0,28
714,1/12/13,11251,Saturday,1,1,2013,715,0,0,0,0,53
715,1/13/13,11251,Sunday,2,1,2013,716,0,0,0,0,38
716,1/14/13,11251,Monday,3,1,2013,717,0,0,0,0,22
717,1/15/13,11251,Tuesday,4,1,2013,718,0,0,0,0,22
718,1/16/13,11251,Wednesday,5,1,2013,719,0,0,0,0,16
719,1/17/13,11251,Thursday,6,1,2013,720,0,0,0,0,18
720,1/18/13,11251,Friday,7,1,2013,721,0,0,0,0,35
721,1/19/13,11252,Saturday,1,1,2013,722,0,0,0,0,44
722,1/20/13,11252,Sunday,2,1,2013,723,0,0,0,0,44
723,1/21/13,11252,Monday,3,1,2013,724,0,0,1,0,34
724,1/22/13,11252,Tuesday,4,1,2013,725,0,0,0,0,25
725,1/23/13,11252,Wednesday,5,1,2013,726,0,0,0,0,16
726,1/24/13,11252,Thursday,6,1,2013,727,0,0,0,0,22
727,1/25/13,11252,Friday,7,1,2013,728,0,0,0,0,33
728,1/26/13,11301,Saturday,1,1,2013,729,0,0,0,0,45
729,1/27/13,11301,Sunday,2,1,2013,730,0,0,0,0,48
730,1/28/13,11301,Monday,3,1,2013,731,0,0,0,0,21
731,1/29/13,11301,Tuesday,4,1,2013,732,0,0,0,0,11
732,1/30/13,11301,Wednesday,5,1,2013,733,0,0,0,0,25
733,1/31/13,11301,Thursday,6,1,2013,734,0,0,0,0,33
734,2/1/13,11301,Friday,7,2,2013,735,0,0,0,0,29
735,2/2/13,11302,Saturday,1,2,2013,736,0,0,0,0,45
736,2/3/13,11302,Sunday,2,2,2013,737,1,0,0,0,38
737,2/4/13,11302,Monday,3,2,2013,738,0,0,0,0,29
738,2/5/13,11302,Tuesday,4,2,2013,739,0,0,0,0,26
739,2/6/13,11302,Wednesday,5,2,2013,740,0,0,0,0,20
740,2/7/13,11302,Thursday,6,2,2013,741,0,0,0,0,18
741,2/8/13,11302,Friday,7,2,2013,742,0,0,0,0,22
742,2/9/13,11303,Saturday,1,2,2013,743,0,0,0,0,39
743,2/10/13,11303,Sunday,2,2,2013,744,0,0,0,0,44
744,2/11/13,11303,Monday,3,2,2013,745,0,0,0,0,32
745,2/12/13,11303,Tuesday,4,2,2013,746,0,0,0,0,21
746,2/13/13,11303,Wednesday,5,2,2013,747,0,0,0,1,30
747,2/14/13,11303,Thursday,6,2,2013,748,0,1,0,0,36
748,2/15/13,11303,Friday,7,2,2013,749,0,0,0,0,33
749,2/16/13,11304,Saturday,1,2,2013,750,0,0,0,0,60
750,2/17/13,11304,Sunday,2,2,2013,751,0,0,0,0,49
751,2/18/13,11304,Monday,3,2,2013,752,0,0,1,0,40
752,2/19/13,11304,Tuesday,4,2,2013,753,0,0,0,0,19
753,2/20/13,11304,Wednesday,5,2,2013,754,0,0,0,1,25
754,2/21/13,11304,Thursday,6,2,2013,755,0,0,0,0,29
755,2/22/13,11304,Friday,7,2,2013,756,0,0,0,0,34
756,2/23/13,11305,Saturday,1,2,2013,757,0,0,0,0,38
757,2/24/13,11305,Sunday,2,2,2013,758,0,0,0,1,61
758,2/25/13,11305,Monday,3,2,2013,759,0,0,0,0,24
759,2/26/13,11305,Tuesday,4,2,2013,760,0,0,0,0,13
760,2/27/13,11305,Wednesday,5,2,2013,761,0,0,0,0,27
761,2/28/13,11305,Thursday,6,2,2013,762,0,0,0,0,20
762,3/1/13,11305,Friday,7,3,2013,763,0,0,0,0,38
763,3/2/13,11306,Saturday,1,3,2013,764,0,0,0,0,58
764,3/3/13,11306,Sunday,2,3,2013,765,0,0,0,0,47
765,3/4/13,11306,Monday,3,3,2013,766,0,0,0,0,27
766,3/5/13,11306,Tuesday,4,3,2013,767,0,0,0,0,32
767,3/6/13,11306,Wednesday,5,3,2013,768,0,0,0,0,19
768,3/7/13,11306,Thursday,6,3,2013,769,0,0,0,0,22
769,3/8/13,11306,Friday,7,3,2013,770,0,0,0,0,34
770,3/9/13,11307,Saturday,1,3,2013,771,0,0,0,0,59
771,3/10/13,11307,Sunday,2,3,2013,772,0,0,0,0,47
772,3/11/13,11307,Monday,3,3,2013,773,0,0,0,0,21
773,3/12/13,11307,Tuesday,4,3,2013,774,0,0,0,0,21
774,3/13/13,11307,Wednesday,5,3,2013,775,0,0,0,0,37
775,3/14/13,11307,Thursday,6,3,2013,776,0,0,0,0,23
776,3/15/13,11307,Friday,7,3,2013,777,0,0,0,0,38
777,3/16/13,11308,Saturday,1,3,2013,778,0,0,0,0,43
778,3/17/13,11308,Sunday,2,3,2013,779,0,1,0,0,41
779,3/18/13,11308,Monday,3,3,2013,780,0,0,0,0,23
780,3/19/13,11308,Tuesday,4,3,2013,781,0,0,0,0,20
781,3/20/13,11308,Wednesday,5,3,2013,782,0,0,0,0,20
782,3/21/13,11308,Thursday,6,3,2013,783,0,0,0,0,16
783,3/22/13,11308,Friday,7,3,2013,784,0,0,0,0,44
784,3/23/13,11309,Saturday,1,3,2013,785,0,0,0,0,56
785,3/24/13,11309,Sunday,2,3,2013,786,0,0,0,0,44
786,3/25/13,11309,Monday,3,3,2013,787,0,0,0,0,36
787,3/26/13,11309,Tuesday,4,3,2013,788,0,0,0,0,39
788,3/27/13,11309,Wednesday,5,3,2013,789,0,0,0,0,22
789,3/28/13,11309,Thursday,6,3,2013,790,0,0,0,0,33
790,3/29/13,11309,Friday,7,3,2013,791,0,0,0,0,56
791,3/30/13,11310,Saturday,1,3,2013,792,0,0,0,0,67
792,3/31/13,11310,Sunday,2,3,2013,793,0,1,0,0,42
793,4/1/13,11310,Monday,3,4,2013,794,0,0,0,0,31
794,4/2/13,11310,Tuesday,4,4,2013,795,0,0,0,1,32
